<< TIME INTERVAL CHECK >>
date,missed_intervals,id
03/03/2022,01:05,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,03:20,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,05:20,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,05:25,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,06:05,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,07:50,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,08:55,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,09:15,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,09:40,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,09:45,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,11:20,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,11:50,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,12:10,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,15:50,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,18:25,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,21:05,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,23:00,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,23:25,d2b71e4c9f51440ca6a4280e06072033
<< MISSING VALUES CHECK >>
date,time,volume,id
03/03/2022,02:10,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,02:15,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,02:20,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,03:05,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,03:10,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,03:25,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,04:15,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,05:45,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,06:10,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,06:30,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,06:35,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,07:20,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,10:50,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,13:10,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,13:30,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,15:00,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,15:15,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,15:30,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,17:10,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,17:50,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,18:20,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,19:05,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,21:40,0.0,d2b71e4c9f51440ca6a4280e06072033
03/03/2022,23:20,0.0,d2b71e4c9f51440ca6a4280e06072033
S,T,A,R,T, ,A,N,D, ,E,N,D, ,T,I,M,E,:, ,C,O,R,R,E,C,T
T,I,M,E, ,F,O,R,M,A,T,:, ,V,A,L,I,D
